SCRUB_STORE_NO,DOY_STD,MIN_TEMPERATURE_AIR_2M_F,AVG_TEMPERATURE_AIR_2M_F,MAX_TEMPERATURE_AIR_2M_F,MIN_TEMPERATURE_WETBULB_2M_F,AVG_TEMPERATURE_WETBULB_2M_F,MAX_TEMPERATURE_WETBULB_2M_F,MIN_TEMPERATURE_DEWPOINT_2M_F,AVG_TEMPERATURE_DEWPOINT_2M_F,MAX_TEMPERATURE_DEWPOINT_2M_F,MIN_TEMPERATURE_FEELSLIKE_2M_F,AVG_TEMPERATURE_FEELSLIKE_2M_F,MAX_TEMPERATURE_FEELSLIKE_2M_F,MIN_TEMPERATURE_WINDCHILL_2M_F,AVG_TEMPERATURE_WINDCHILL_2M_F,MAX_TEMPERATURE_WINDCHILL_2M_F,MIN_TEMPERATURE_HEATINDEX_2M_F,AVG_TEMPERATURE_HEATINDEX_2M_F,MAX_TEMPERATURE_HEATINDEX_2M_F,MIN_HUMIDITY_RELATIVE_2M_PCT,AVG_HUMIDITY_RELATIVE_2M_PCT,MAX_HUMIDITY_RELATIVE_2M_PCT,MIN_HUMIDITY_SPECIFIC_2M_GPKG,AVG_HUMIDITY_SPECIFIC_2M_GPKG,MAX_HUMIDITY_SPECIFIC_2M_GPKG,MIN_PRESSURE_2M_MB,AVG_PRESSURE_2M_MB,MAX_PRESSURE_2M_MB,MIN_PRESSURE_MEAN_SEA_LEVEL_MB,AVG_PRESSURE_MEAN_SEA_LEVEL_MB,MAX_PRESSURE_MEAN_SEA_LEVEL_MB,MIN_WIND_SPEED_10M_MPH,AVG_WIND_SPEED_10M_MPH,MAX_WIND_SPEED_10M_MPH,AVG_WIND_DIRECTION_10M_DEG,MIN_WIND_SPEED_80M_MPH,AVG_WIND_SPEED_80M_MPH,MAX_WIND_SPEED_80M_MPH,AVG_WIND_DIRECTION_80M_DEG,MIN_WIND_SPEED_100M_MPH,AVG_WIND_SPEED_100M_MPH,MAX_WIND_SPEED_100M_MPH,AVG_WIND_DIRECTION_100M_DEG,TOT_PRECIPITATION_IN,TOT_SNOWFALL_IN,MIN_CLOUD_COVER_TOT_PCT,AVG_CLOUD_COVER_TOT_PCT,MAX_CLOUD_COVER_TOT_PCT,MIN_RADIATION_SOLAR_TOTAL_WPM2,AVG_RADIATION_SOLAR_TOTAL_WPM2,MAX_RADIATION_SOLAR_TOTAL_WPM2,TOT_RADIATION_SOLAR_TOTAL_WPM2,TIME_DIM_KEY
7,263,54.0,64.3,77.1,51.8,57.8,64.4,49.9,53.2,58.2,54.6,65.4,77.8,54.8,64.8,77.0,54.3,65.3,77.8,43,69,85,7.8,8.9,10.8,975.9,977.7,980.0,1018.6,1020.8,1023.5,0.2,3.1,4.7,33,1.1,4.0,6.3,48,1.4,4.1,6.5,51,0.0,0,8,47,99,0,232.2,748.8,5571.9,20210920
7,264,56.3,65.5,77.8,55.1,59.4,63.3,53.0,55.3,58.7,56.8,66.3,78.2,57.6,65.8,77.6,56.8,66.3,78.2,42,73,99,8.8,9.7,10.9,971.1,974.4,976.5,1014.2,1017.4,1019.8,2.1,4.0,7.5,210,2.8,6.9,12.8,205,2.9,7.5,14.3,205,0.1,0,12,71,100,0,205.9,685.2,4940.4,20210921
7,265,57.2,63.3,74.4,57.5,61.5,67.6,57.1,60.6,66.9,58.1,63.7,77.1,56.7,63.3,73.8,58.1,63.7,77.1,62,92,100,10.4,11.8,14.7,961.4,964.8,970.6,1003.5,1007.5,1013.6,1.8,6.5,13.0,222,3.3,11.9,24.5,222,3.8,12.7,25.9,221,0.23,0,57,92,100,0,128.5,486.7,3084.3,20210922
7,266,46.9,56.3,64.3,45.9,52.1,57.0,44.7,48.4,56.6,45.2,55.3,64.2,45.2,55.1,64.2,47.1,56.3,64.2,49,77,97,6.5,7.6,10.2,963.0,966.5,971.2,1005.8,1009.6,1015.2,4.2,8.2,13.4,275,9.3,15.0,21.9,275,10.0,16.2,22.7,275,0.0,0,0,29,81,0,214.8,735.3,5153.8,20210923
8,251,55.7,61.0,66.1,52.2,55.6,58.1,47.9,51.6,54.6,54.0,60.6,65.6,54.0,60.2,65.6,55.9,61.0,65.6,60,71,85,7.3,8.4,9.3,974.9,977.6,981.5,1002.8,1005.6,1009.8,7.5,12.4,15.7,306,15.0,20.6,23.6,307,16.1,21.5,24.4,308,0.07,0,0,37,100,0,197.0,725.8,4530.9,20210908
8,252,51.0,59.1,65.9,48.6,53.6,57.1,46.5,49.2,51.4,51.6,58.7,65.9,51.6,58.7,65.9,51.0,59.1,65.9,57,70,85,6.8,7.6,8.3,981.6,985.2,988.2,1009.9,1013.4,1016.7,2.1,7.9,12.4,336,6.6,12.9,16.4,338,7.7,13.6,16.7,339,0.0,0,0,21,100,0,239.0,764.3,5736.0,20210909
8,253,49.0,60.1,71.0,47.3,54.3,60.6,45.4,49.7,55.4,49.1,60.9,75.9,49.1,60.0,70.9,49.4,60.8,75.9,51,70,86,6.5,7.8,9.5,986.0,988.7,990.7,1014.1,1017.0,1019.1,1.5,6.7,13.2,200,2.0,10.9,23.7,203,1.5,11.4,24.9,204,0.0,0,5,53,100,0,230.5,758.1,5531.0,20210910
8,254,56.9,67.3,75.2,55.1,62.6,65.9,52.6,59.9,63.7,57.1,68.9,77.7,55.2,67.2,75.1,57.1,68.9,77.7,60,78,97,8.6,11.3,12.9,982.3,984.1,986.7,1010.1,1012.1,1014.9,1.0,12.1,18.8,217,1.1,20.1,28.7,218,1.7,21.0,29.9,219,0.01,0,1,69,100,0,159.4,678.5,3825.7,20210911
8,255,50.6,59.1,70.1,46.4,52.4,57.3,38.7,46.2,52.4,50.0,58.7,75.0,50.0,58.4,70.1,50.7,59.3,75.0,41,65,93,5.1,6.8,8.5,987.0,989.3,990.3,1015.3,1017.7,1018.7,3.6,5.8,9.6,32,6.0,9.6,14.1,39,6.1,10.0,15.0,39,0.0,0,8,78,100,0,196.3,715.0,4711.3,20210912
8,256,51.2,60.8,74.6,45.7,57.1,67.4,37.7,54.0,64.6,49.7,60.7,76.9,49.7,60.3,73.2,51.3,61.3,76.9,57,80,99,4.9,9.6,13.3,981.3,985.1,989.4,1009.2,1013.3,1018.0,1.3,4.8,8.3,135,2.9,8.4,12.5,126,3.0,8.8,13.7,126,0.54,0,41,83,100,0,106.2,474.4,2548.5,20210913
8,257,50.2,61.8,67.9,48.8,56.8,61.1,46.6,52.9,60.3,49.9,61.6,67.9,49.9,61.6,67.9,51.3,61.8,67.9,52,74,98,6.8,8.9,11.4,981.3,983.8,988.1,1009.3,1011.9,1016.6,3.5,8.5,13.4,306,4.9,13.9,18.9,309,5.2,14.5,19.4,309,0.0,0,0,53,100,0,215.0,695.8,5159.4,20210914
8,258,48.9,57.9,68.1,48.1,53.1,58.4,46.3,49.3,52.9,47.7,57.3,67.2,47.7,57.3,67.2,50.0,57.9,67.2,53,74,87,6.8,7.6,8.7,988.6,989.6,990.9,1017.2,1018.0,1019.3,3.1,5.4,7.6,245,6.1,9.4,12.9,246,6.0,9.7,13.6,247,0.0,0,5,54,100,0,177.3,564.6,4254.2,20210915
8,259,52.8,61.2,71.5,51.2,55.3,59.5,48.6,50.8,52.5,52.1,61.9,75.7,52.1,60.5,71.3,53.6,62.4,75.7,47,71,91,7.4,8.0,8.5,991.0,993.0,994.0,1019.5,1021.4,1022.6,4.0,7.6,11.6,219,10.2,14.5,17.9,224,11.2,15.5,19.9,226,0.0,0,0,1,5,0,226.3,684.7,5430.9,20210916
8,260,54.4,63.0,74.1,51.3,56.6,62.0,47.1,51.8,55.6,52.6,63.8,76.6,52.6,62.2,73.9,54.6,64.4,76.6,49,69,97,6.9,8.4,9.5,994.2,995.9,997.0,1022.8,1024.3,1025.5,6.5,9.2,14.2,201,17.0,18.4,20.9,206,18.7,19.9,21.4,208,0.0,0,0,0,2,0,223.4,678.4,5361.9,20210917
8,261,54.7,64.4,78.3,51.7,57.1,63.4,47.0,51.7,55.1,53.3,64.2,77.6,53.3,63.8,76.8,55.1,64.7,77.6,39,66,82,6.9,8.3,9.5,993.1,995.9,998.0,1021.5,1024.3,1026.6,5.9,8.6,11.0,185,14.3,16.9,19.6,190,16.1,18.4,21.9,192,0.0,0,0,0,0,0,223.3,680.5,5358.0,20210918
8,262,59.9,70.3,80.7,55.5,61.2,66.3,51.9,55.3,59.2,60.3,72.2,80.9,60.3,70.3,80.5,60.3,72.2,80.9,45,60,75,8.3,9.6,11.0,987.9,990.1,992.9,1016.0,1018.2,1021.2,9.0,12.4,16.6,186,18.6,21.4,25.2,189,20.3,22.7,26.0,190,0.0,0,0,22,100,0,212.8,651.4,5107.5,20210919
8,263,62.7,71.3,79.5,58.8,61.9,64.3,47.9,55.2,59.8,63.5,72.8,79.2,63.5,71.3,79.1,63.5,72.8,79.2,42,59,88,7.3,9.6,11.1,982.2,985.6,987.9,1010.0,1013.5,1016.0,6.8,12.4,17.2,189,14.9,21.4,26.3,193,16.5,22.6,27.2,194,0.0,0,39,78,100,0,162.5,576.3,3899.6,20210920
8,264,54.2,61.6,73.9,53.8,59.3,63.5,53.1,57.8,63.2,54.4,61.8,76.4,54.4,61.3,73.1,54.8,61.9,76.4,50,89,96,8.8,10.5,12.7,978.4,980.2,982.2,1006.5,1008.3,1010.0,1.2,8.7,16.3,223,1.2,14.5,27.3,230,1.4,15.1,28.6,231,0.33,0,69,97,100,0,19.3,52.8,463.7,20210921
8,265,49.1,52.1,56.7,46.9,50.6,53.8,44.2,49.3,52.8,44.1,47.8,53.5,44.1,47.8,53.5,49.6,52.1,55.2,82,90,95,6.3,7.7,8.7,975.9,977.7,980.9,1004.4,1006.1,1009.6,4.0,12.8,17.0,312,8.6,21.1,26.8,314,9.3,21.9,27.8,314,0.42,0,92,99,100,0,23.9,79.4,574.3,20210922
8,266,48.2,51.4,59.5,44.3,46.4,52.2,38.3,40.9,50.3,44.6,47.6,52.3,44.6,47.6,52.3,48.9,51.4,55.2,58,68,88,5.0,5.6,8.1,976.6,981.4,983.5,1004.8,1010.0,1012.2,7.8,10.4,15.3,248,13.7,16.7,27.2,245,13.9,17.3,28.3,245,0.06,0,0,70,100,0,141.7,592.8,3399.9,20210923
9,251,54.2,67.6,81.0,53.7,62.6,67.0,53.4,59.6,64.5,54.1,68.7,81.2,54.1,67.5,80.9,54.2,68.7,81.2,45,79,99,8.8,11.2,13.2,983.6,985.4,987.8,1008.2,1010.3,1013.1,3.3,8.6,15.1,190,8.0,16.0,24.7,194,9.2,17.1,25.8,194,0.11,0,0,53,100,0,231.5,795.4,5324.0,20210908
9,252,59.0,64.2,70.2,56.8,62.7,65.4,55.4,61.8,65.1,59.1,64.2,67.5,60.5,64.3,67.5,59.1,64.2,67.5,77,92,100,9.5,12.1,13.5,982.4,983.3,983.8,1007.3,1008.1,1008.7,0.7,2.3,4.9,275,0.7,3.9,9.7,287,0.9,4.3,10.6,287,0.22,0,100,100,100,0,51.0,274.3,1223.8,20210909
9,253,48.0,59.2,70.4,45.1,54.2,59.5,42.2,50.2,55.0,48.2,59.3,69.2,48.2,59.4,69.2,48.0,59.2,69.2,53,73,96,5.8,7.9,9.4,982.8,986.8,993.4,1007.8,1012.0,1019.1,2.2,5.9,11.5,307,4.5,11.3,17.6,311,5.3,12.4,18.2,312,0.03,0,0,31,100,0,211.8,782.1,5082.6,20210910
9,254,44.9,58.9,73.8,43.5,52.8,59.6,41.4,47.4,53.2,44.5,59.5,75.7,44.5,58.8,73.7,45.0,59.7,75.7,35,70,97,5.6,7.1,8.8,993.8,995.4,997.3,1019.5,1020.8,1022.5,1.8,5.1,9.4,225,3.2,10.0,15.5,230,3.6,10.9,16.5,231,0.0,0,0,6,54,0,253.4,804.6,6081.4,20210911
9,255,52.9,66.8,81.9,52.8,61.6,69.0,52.4,58.6,63.6,52.0,67.2,82.5,52.0,66.5,81.5,53.4,67.5,82.5,46,78,98,8.4,10.7,12.8,989.4,991.7,994.3,1014.2,1016.8,1019.8,2.8,7.6,12.2,245,7.0,14.5,19.7,246,8.4,15.6,20.5,247,0.01,0,0,49,100,0,217.9,748.0,5229.5,20210912
9,256,55.0,64.7,77.8,54.3,59.7,66.1,50.2,56.2,60.4,55.0,65.2,78.3,55.5,65.1,76.1,55.0,65.2,78.3,47,77,98,7.9,9.8,11.5,991.5,992.9,994.3,1016.6,1018.0,1019.6,0.5,2.9,5.6,282,1.8,4.9,9.0,276,2.1,5.3,9.2,275,0.0,0,8,57,100,0,201.1,677.8,4826.3,20210913
9,257,60.5,72.4,88.1,60.9,67.2,71.2,60.7,64.6,67.0,61.1,73.7,88.7,61.1,72.4,87.8,61.1,73.7,88.7,41,80,100,11.5,13.3,14.5,985.2,987.4,991.0,1009.7,1012.2,1016.1,2.8,6.6,10.3,209,7.3,12.9,17.3,211,8.5,13.8,18.0,211,0.22,0,12,71,100,0,218.0,739.3,5230.7,20210914
9,258,55.1,63.1,71.4,50.7,57.9,64.7,46.4,53.8,64.6,55.1,63.0,66.8,55.4,63.2,66.8,55.4,63.1,66.8,54,74,99,6.8,9.3,13.2,985.7,989.1,992.1,1010.6,1014.1,1017.5,2.4,5.1,8.8,282,4.9,9.5,13.9,286,5.5,10.3,14.5,287,0.02,0,94,99,100,0,129.4,382.2,3106.6,20210915
9,259,47.4,58.3,68.7,47.4,52.3,58.4,43.6,47.0,52.3,47.8,58.0,68.4,47.8,58.0,68.4,48.4,58.3,68.4,41,68,93,6.2,7.0,8.5,992.3,994.3,997.8,1017.7,1019.7,1023.7,1.9,3.5,4.4,7,3.4,6.8,9.2,8,3.4,7.2,10.2,9,0.0,0,0,76,100,0,153.2,569.8,3676.9,20210916
9,260,44.5,56.8,70.7,44.5,50.7,58.2,42.2,44.8,49.0,45.0,56.7,69.9,45.0,56.7,69.9,45.3,56.8,70.2,37,68,95,5.8,6.3,7.5,998.2,1001.6,1004.5,1024.2,1027.2,1030.4,0.3,2.5,4.5,23,0.2,3.7,6.5,13,0.4,3.9,6.7,12,0.0,0,0,0,0,0,242.3,767.3,5815.2,20210917
9,261,46.7,60.4,75.7,46.1,54.3,62.9,44.9,49.4,55.9,48.1,61.2,76.7,48.1,60.9,75.6,47.2,60.9,76.7,39,71,92,6.3,7.6,9.6,1003.5,1004.6,1006.0,1028.7,1030.2,1031.9,0.3,1.5,3.1,233,0.8,2.3,4.2,225,0.9,2.5,4.3,226,0.0,0,0,0,0,0,236.3,751.6,5672.0,20210918
9,262,50.4,63.4,79.2,50.1,57.4,66.2,49.4,53.2,60.0,50.9,64.1,79.2,50.9,63.9,79.1,50.9,64.1,79.2,41,73,94,7.5,8.8,11.2,998.6,1001.0,1003.6,1023.7,1026.4,1029.3,0.2,1.2,2.3,322,0.5,1.7,3.0,190,0.4,1.7,3.1,185,0.0,0,0,1,10,0,233.3,744.4,5598.8,20210919
9,263,52.2,64.6,79.3,51.6,58.7,67.3,50.5,54.8,61.4,53.3,65.4,79.8,53.3,65.1,79.1,52.9,65.4,79.8,42,74,93,7.8,9.3,11.9,993.3,995.5,998.3,1018.2,1020.7,1023.8,0.6,2.1,3.3,18,1.0,3.3,4.4,24,1.0,3.5,4.5,26,0.0,0,11,62,99,0,229.6,735.5,5509.2,20210920
9,264,54.1,65.4,79.0,53.8,59.7,65.3,53.2,56.2,58.8,54.6,66.1,79.6,55.1,65.6,79.0,54.6,66.1,79.6,46,75,95,8.7,9.8,10.8,989.4,992.1,994.4,1014.5,1017.2,1019.7,0.8,3.7,6.5,186,1.8,6.8,12.4,194,2.1,7.4,14.0,195,0.02,0,6,64,100,0,212.2,695.8,5090.6,20210921
9,265,56.5,64.0,74.2,57.4,62.4,68.2,57.2,61.5,66.0,57.6,64.9,77.2,57.8,64.3,73.6,57.6,64.9,77.2,75,93,99,10.2,12.0,14.1,978.7,982.5,988.9,1003.3,1007.4,1014.0,1.0,4.9,9.6,208,3.0,9.4,20.2,210,3.5,10.1,21.5,210,0.29,0,29,82,100,0,124.1,469.6,2979.3,20210922
9,266,46.1,56.6,64.6,45.9,53.0,56.4,44.5,50.1,56.3,46.2,56.1,62.7,46.2,56.1,62.7,47.1,56.6,62.7,57,80,99,6.3,7.9,9.9,980.5,984.0,989.0,1005.6,1009.1,1014.7,3.0,6.5,10.5,264,7.2,12.7,18.7,267,8.0,13.6,19.5,267,0.06,0,1,31,73,0,184.5,568.9,4427.3,20210923
10,251,60.7,69.6,79.2,59.5,64.9,69.2,58.3,62.3,67.9,60.8,70.8,80.5,60.8,69.6,79.1,60.8,70.8,80.5,49,80,98,10.6,12.3,14.9,984.4,986.4,988.5,1008.4,1010.3,1012.7,3.8,8.7,12.9,190,9.1,16.7,23.4,195,11.0,18.0,24.7,196,0.24,0,0,38,100,0,219.7,756.7,5053.4,20210908
10,252,58.5,64.3,69.7,57.5,62.8,65.2,56.8,62.0,64.9,58.6,64.4,71.6,59.0,64.4,69.6,58.6,64.4,71.6,74,92,100,10.0,12.1,13.4,983.5,984.4,985.3,1007.5,1008.4,1009.4,0.8,3.0,6.0,300,2.1,5.1,10.3,303,2.4,5.6,11.0,302,0.14,0,100,100,100,0,70.1,466.0,1681.6,20210909
10,253,50.7,60.2,71.2,48.2,55.0,58.9,45.9,50.7,56.8,50.7,60.6,75.6,50.7,60.2,70.9,50.7,60.6,75.6,42,74,98,6.6,8.1,10.0,984.5,989.4,995.8,1008.7,1013.7,1020.6,2.8,6.3,12.5,316,5.0,11.6,20.1,318,5.6,12.5,20.9,319,0.0,0,0,15,100,0,248.5,802.3,5963.4,20210910
10,254,47.7,60.7,73.9,46.3,54.5,61.6,44.8,49.4,55.4,48.3,61.7,76.2,48.3,60.8,73.9,47.8,61.5,76.2,41,70,90,6.3,7.6,9.5,995.9,997.5,999.3,1020.8,1022.0,1023.7,0.9,4.8,9.3,233,2.3,9.4,15.3,235,2.7,10.4,17.5,236,0.0,0,0,4,29,0,256.6,817.3,6159.5,20210911
10,255,57.0,69.0,81.6,56.0,63.3,68.5,55.3,60.0,63.9,57.0,69.7,82.5,56.4,68.9,81.4,57.0,69.7,82.5,46,76,98,9.4,11.3,12.8,992.1,994.1,996.3,1016.0,1018.3,1020.8,2.2,7.3,11.8,238,4.7,14.4,19.1,240,5.4,15.7,19.8,240,0.0,0,5,42,100,0,239.0,771.9,5735.2,20210912
10,256,61.4,69.8,80.1,62.5,66.5,73.0,62.0,64.9,71.9,63.3,70.9,81.1,63.3,69.8,78.9,63.3,70.9,81.1,62,86,97,11.9,13.4,17.0,992.5,993.9,995.4,1016.6,1018.0,1019.7,2.1,3.2,4.2,296,2.6,5.0,7.2,289,2.7,5.4,8.0,289,0.26,0,36,70,100,0,210.4,608.3,5048.7,20210913
10,257,65.0,74.1,87.4,64.8,68.3,72.1,61.1,65.3,67.7,65.2,75.3,88.0,65.2,74.1,87.3,65.2,75.3,88.0,41,78,98,11.9,13.6,14.6,987.3,989.3,992.1,1011.2,1013.2,1016.3,3.8,6.3,11.2,211,7.8,12.4,18.5,216,8.7,13.7,19.2,218,0.02,0,27,61,100,0,228.2,737.6,5477.0,20210914
10,258,57.4,64.2,71.6,51.4,60.5,65.1,45.5,57.8,64.8,57.8,64.2,68.1,58.3,64.3,68.1,57.8,64.2,68.1,63,81,98,6.6,10.6,13.3,987.4,990.4,993.5,1011.5,1014.6,1017.9,2.3,4.1,6.2,347,3.7,8.3,12.3,344,3.9,9.3,14.4,342,0.04,0,70,94,100,0,94.0,292.3,2255.4,20210915
10,259,50.3,59.6,68.9,50.1,53.1,57.3,45.0,47.3,49.7,50.3,59.4,67.8,50.3,59.5,67.8,51.4,59.6,67.8,44,66,92,6.4,7.0,7.7,993.2,995.1,998.8,1017.7,1019.5,1023.6,3.0,4.9,7.8,360,6.8,9.3,12.2,6,7.8,10.2,12.7,7,0.0,0,0,71,100,0,180.5,557.0,4330.0,20210916
10,260,47.4,58.3,71.2,47.9,52.6,58.8,45.7,47.6,50.3,47.2,58.9,75.0,47.2,58.5,70.6,48.4,58.8,75.0,41,71,97,6.6,7.0,7.8,999.2,1002.6,1005.2,1024.1,1027.4,1030.1,1.1,3.6,5.9,355,1.2,5.8,8.5,359,1.2,6.3,9.6,360,0.0,0,0,0,0,0,245.0,774.3,5879.5,20210917
10,261,49.2,60.6,74.8,47.9,54.5,62.4,46.2,49.7,55.0,50.0,61.5,76.5,50.0,61.5,74.6,49.6,61.3,76.5,42,70,88,6.6,7.6,9.3,1004.4,1005.5,1007.0,1028.7,1030.2,1031.7,1.0,2.0,2.8,94,1.0,2.9,4.8,99,0.9,3.1,5.2,100,0.0,0,0,0,0,0,239.7,762.1,5752.0,20210918
10,262,51.0,62.8,76.9,49.8,56.5,64.4,48.4,51.7,57.7,52.2,64.0,77.5,52.2,63.4,76.5,51.4,63.8,77.5,39,70,89,7.2,8.3,10.3,998.9,1001.6,1004.3,1023.5,1026.2,1029.2,0.7,2.4,4.5,81,1.4,3.6,6.1,83,1.5,3.7,6.2,83,0.0,0,0,2,14,0,237.3,756.6,5694.2,20210919
10,263,53.6,65.1,79.5,52.2,59.2,67.2,50.4,55.2,62.2,54.7,65.9,79.3,55.1,65.5,79.1,54.5,65.9,79.3,42,73,92,7.8,9.5,12.2,994.4,996.3,998.6,1018.4,1020.6,1023.2,0.5,2.4,4.0,6,0.5,3.7,5.6,11,0.6,3.9,5.8,12,0.0,0,9,50,94,0,227.7,746.7,5465.4,20210920
10,264,55.9,65.8,77.8,55.1,60.5,63.2,52.7,57.0,62.2,56.9,66.7,78.2,58.1,66.1,77.7,56.9,66.7,78.2,42,77,99,8.7,10.1,12.1,989.0,993.2,995.4,1013.2,1017.4,1019.8,1.2,3.7,7.4,179,2.7,6.7,12.9,182,3.1,7.3,13.6,183,0.1,0,10,79,100,0,191.8,657.2,4601.4,20210921
10,265,57.1,66.6,79.6,57.5,64.0,67.8,57.4,62.6,66.7,57.8,67.3,78.4,57.4,66.5,76.3,57.8,67.3,78.4,57,89,99,10.2,12.4,14.3,980.3,983.5,988.3,1003.9,1007.4,1012.5,3.0,6.4,10.3,213,6.6,12.3,18.6,214,7.6,13.3,19.8,214,0.16,0,36,82,100,0,130.7,505.4,3137.8,20210922
10,266,49.1,57.8,66.4,47.9,53.2,56.8,44.8,49.2,56.6,49.6,57.4,66.4,49.6,57.4,66.4,49.6,57.8,66.4,47,76,98,6.4,7.7,10.0,982.6,986.4,990.9,1006.7,1010.7,1015.6,2.6,6.9,12.3,268,6.2,13.7,20.1,270,7.6,15.0,20.9,271,0.0,0,0,15,62,0,215.1,745.4,5160.8,20210923
11,251,50.9,60.0,70.9,49.8,55.4,59.3,48.9,52.0,55.3,48.2,59.1,75.7,48.2,58.7,70.7,50.9,60.2,75.7,48,77,93,7.5,8.5,9.6,974.7,976.8,980.6,1003.6,1005.7,1009.9,6.9,11.3,17.7,283,13.2,18.4,24.5,288,14.6,19.6,25.1,290,0.0,0,0,25,100,0,218.2,736.8,5019.4,20210908
11,252,49.7,58.0,69.3,48.8,52.7,57.3,46.6,48.3,49.7,46.8,56.5,69.0,46.8,56.5,69.0,50.0,58.0,69.0,45,73,93,6.9,7.4,7.7,980.6,983.8,987.0,1010.0,1012.9,1016.5,6.8,8.7,11.9,322,13.2,14.5,16.1,328,13.6,15.5,17.9,329,0.0,0,0,30,100,0,185.7,734.4,4457.8,20210909
11,253,47.6,60.0,72.9,46.5,53.5,59.2,45.4,47.9,51.6,45.3,59.9,75.6,45.3,59.0,72.7,47.7,60.7,75.6,40,68,93,6.5,7.2,8.3,987.2,988.6,990.4,1016.5,1017.8,1019.6,3.6,5.8,10.4,274,4.2,9.1,18.6,277,4.3,9.7,20.6,277,0.0,0,0,40,100,0,224.2,777.1,5381.6,20210910
11,254,56.9,68.1,79.6,52.7,60.3,66.0,47.6,55.3,60.7,54.5,68.7,80.1,54.5,67.4,79.4,56.9,68.9,80.1,47,65,91,7.1,9.6,11.5,981.0,984.6,987.3,1009.4,1013.4,1016.5,5.4,13.3,21.7,231,7.7,20.5,31.2,232,8.3,21.7,32.4,232,0.0,0,9,76,100,0,184.2,705.4,4420.8,20210911
11,255,54.7,64.4,75.4,50.8,55.9,61.0,41.5,48.0,60.5,53.6,64.6,75.4,53.5,64.1,75.3,55.2,64.8,75.4,29,59,96,5.7,7.4,11.4,985.1,987.9,989.2,1014.0,1017.0,1018.4,0.5,5.2,9.6,47,0.5,7.2,14.6,48,0.5,7.5,15.3,49,0.0,0,0,85,100,0,193.5,709.9,4643.7,20210912
11,256,54.9,66.3,80.1,51.8,61.3,69.5,46.4,58.2,65.5,55.4,67.2,81.0,55.0,65.9,78.6,56.4,67.5,81.0,63,76,98,6.8,10.9,13.8,980.7,984.6,988.7,1009.3,1013.4,1017.9,3.9,8.5,13.8,180,6.8,13.1,20.9,171,7.9,13.8,21.9,173,0.03,0,7,71,100,0,143.2,624.3,3438.2,20210913
11,257,50.6,63.6,73.7,49.1,58.7,65.5,44.9,54.6,64.3,50.1,63.7,76.1,50.1,63.3,73.6,51.8,64.5,76.1,40,76,98,6.5,9.6,13.2,981.1,982.8,987.5,1009.8,1011.7,1016.9,4.3,9.9,16.9,291,8.4,15.0,22.7,294,8.9,15.8,23.3,295,0.08,0,0,50,100,0,211.5,652.9,5075.7,20210914
11,258,48.2,58.3,71.6,46.4,51.8,57.0,44.0,45.8,49.3,46.5,57.5,70.2,46.5,57.5,70.2,48.5,58.9,74.8,39,66,85,6.2,6.7,7.6,987.8,988.9,990.6,1017.3,1018.2,1020.0,4.1,5.7,9.0,308,6.2,8.4,11.8,312,6.3,8.7,12.0,313,0.0,0,0,45,100,0,158.2,555.4,3797.5,20210915
11,259,51.0,62.3,77.0,47.6,53.6,60.4,43.5,45.6,50.3,49.4,61.8,76.7,49.4,61.5,76.7,51.1,62.4,76.7,33,58,77,6.1,6.6,7.9,990.9,992.8,994.4,1020.3,1022.0,1023.9,4.2,6.7,9.5,259,6.2,10.0,13.6,259,6.4,10.4,14.6,259,0.0,0,0,1,6,0,230.1,703.2,5521.1,20210916
11,260,52.8,64.7,80.0,50.5,56.2,62.7,46.9,49.2,51.9,51.5,64.6,79.5,51.5,63.8,79.5,53.8,65.3,79.5,34,61,80,6.9,7.6,8.3,994.6,996.3,997.5,1024.1,1025.6,1026.9,6.1,8.4,10.6,227,10.5,13.7,15.8,228,11.3,14.6,17.5,228,0.0,0,0,0,0,0,226.6,694.8,5438.1,20210917
11,261,53.6,65.1,79.7,50.1,56.6,62.6,46.2,49.7,53.6,52.9,65.3,79.0,52.9,64.5,79.0,54.4,65.7,79.0,35,60,80,6.7,7.7,8.9,994.1,996.5,998.6,1023.4,1025.8,1028.3,6.1,8.5,12.5,187,11.8,13.7,16.5,189,12.7,14.5,17.3,190,0.0,0,0,0,0,0,226.7,697.1,5440.0,20210918
11,262,55.2,69.5,83.7,52.9,60.4,66.3,50.2,54.3,57.6,54.6,69.9,83.4,54.6,69.0,83.4,56.3,70.1,83.4,37,62,85,7.8,9.2,10.4,989.0,991.2,994.0,1017.6,1020.2,1023.3,6.9,9.0,12.6,195,13.2,14.8,16.3,199,13.8,15.9,18.2,200,0.0,0,0,17,70,0,215.1,674.0,5161.1,20210919
11,263,59.9,70.2,83.4,57.2,61.2,65.3,51.7,54.9,56.7,60.9,71.2,82.9,60.9,70.2,82.9,60.9,71.2,82.9,34,61,80,8.5,9.4,10.1,983.4,986.8,989.0,1012.3,1015.6,1018.0,6.7,9.6,15.3,204,13.4,15.9,18.7,206,14.3,17.1,20.7,207,0.0,0,0,38,87,0,156.9,540.2,3765.5,20210920
