DATE_VALID_STD,SCRUB_STORE_NO,TIME_DIM_KEY,DOY_STD,AVG_TEMPERATURE_AIR_2M_F,AVG_TEMPERATURE_WETBULB_2M_F,AVG_TEMPERATURE_DEWPOINT_2M_F,AVG_TEMPERATURE_FEELSLIKE_2M_F,AVG_HUMIDITY_RELATIVE_2M_PCT,AVG_HUMIDITY_SPECIFIC_2M_GPKG,AVG_PRESSURE_2M_MB,AVG_PRESSURE_MEAN_SEA_LEVEL_MB,AVG_WIND_SPEED_10M_MPH,AVG_WIND_DIRECTION_10M_DEG,AVG_WIND_DIRECTION_80M_DEG,AVG_WIND_DIRECTION_100M_DEG,TOT_PRECIPITATION_IN,TOT_SNOWFALL_IN,AVG_CLOUD_COVER_TOT_PCT,AVG_RADIATION_SOLAR_TOTAL_WPM2,TOT_RADIATION_SOLAR_TOTAL_WPM2
2021-09-11,16,20210911,254,59.9,53.3,47.9,60.0,66,7.3,979.9,1017.5,7.3,213,216,217,0.0,0,69,222.5,5339.6
2021-09-12,16,20210912,255,57.8,54.1,51.1,57.8,80,8.3,977.2,1014.6,6.5,241,246,248,0.06,0,53,111.8,2683.1
2021-09-14,16,20210914,257,60.7,60.2,59.9,60.4,97,11.5,972.7,1009.8,3.8,211,213,214,0.98,0,100,29.6,711.4
2021-09-15,16,20210915,258,55.4,51.9,48.5,54.6,79,7.7,976.5,1014.1,7.0,268,271,271,0.37,0,72,191.4,4593.3
2021-09-16,16,20210916,259,52.2,47.4,42.5,52.5,70,5.9,982.8,1020.9,2.5,296,309,309,0.0,0,78,157.3,3775.0
2021-09-17,16,20210917,260,53.6,47.9,42.1,53.3,66,5.8,989.1,1027.3,3.0,205,221,225,0.0,0,0,231.5,5557.4
2021-09-18,16,20210918,261,62.6,55.8,50.6,63.2,66,8.1,991.3,1029.1,3.5,201,212,215,0.0,0,1,224.3,5384.0
2021-09-19,16,20210919,262,66.1,59.9,55.9,67.0,71,9.8,988.1,1025.7,2.5,176,189,193,0.0,0,2,222.2,5332.4
2021-09-20,16,20210920,263,66.0,61.0,58.0,67.2,77,10.6,983.1,1020.5,2.3,170,187,194,0.0,0,84,198.4,4761.2
2021-09-21,16,20210921,264,68.1,61.7,57.9,68.9,71,10.6,978.3,1015.4,3.4,185,192,194,0.0,0,90,204.8,4915.3
2021-09-22,16,20210922,265,63.3,60.3,58.5,64.3,85,10.9,967.9,1004.9,7.3,166,174,175,0.23,0,86,158.5,3803.5
2021-09-23,16,20210923,266,51.3,50.2,49.4,48.9,93,7.8,968.9,1006.4,6.8,252,253,254,0.31,0,81,40.0,960.2
2021-09-08,17,20210908,251,63.0,58.5,55.7,63.1,81,10.1,957.5,1008.5,7.6,189,193,194,0.37,0,72,221.3,5089.1
2021-09-09,17,20210909,252,60.4,57.5,55.6,60.4,86,9.9,957.1,1008.2,2.9,219,228,229,0.13,0,100,101.1,2424.5
2021-09-10,17,20210910,253,53.5,50.3,47.4,52.7,81,7.4,960.6,1012.4,5.8,302,308,309,0.02,0,44,142.9,3429.5
2021-09-11,17,20210911,254,58.1,51.2,45.1,57.6,64,6.7,967.1,1019.0,7.3,222,228,229,0.0,0,36,230.7,5536.3
2021-09-12,17,20210912,255,61.5,56.4,52.9,62.0,74,9.0,963.9,1015.3,7.1,243,250,251,0.0,0,55,141.1,3386.1
2021-09-13,17,20210913,256,57.2,51.9,47.3,58.1,73,7.3,966.6,1018.4,2.1,291,283,281,0.01,0,49,232.6,5582.8
2021-09-14,17,20210914,257,67.9,63.2,60.8,69.4,79,12.0,959.6,1010.5,9.1,225,229,229,0.54,0,97,175.7,4216.6
2021-09-15,17,20210915,258,59.4,54.1,49.5,59.5,71,8.1,962.4,1013.9,5.2,285,285,285,0.05,0,98,200.8,4820.1
2021-09-16,17,20210916,259,53.3,47.9,42.6,53.7,69,6.0,968.3,1020.5,3.4,321,327,328,0.0,0,64,179.9,4317.9
2021-09-17,17,20210917,260,53.8,47.5,40.9,54.1,65,5.6,974.8,1027.4,2.5,295,299,300,0.0,0,0,237.6,5701.8
2021-09-18,17,20210918,261,61.9,55.1,49.8,62.9,67,8.0,977.5,1029.7,2.2,195,207,208,0.0,0,0,229.6,5509.8
2021-09-19,17,20210919,262,64.3,57.4,52.6,65.2,68,8.8,974.4,1026.2,2.8,174,169,169,0.0,0,4,228.4,5480.0
2021-09-20,17,20210920,263,65.0,59.1,55.4,65.7,74,9.7,969.3,1020.7,1.9,165,136,133,0.0,0,63,214.7,5152.8
2021-09-21,17,20210921,264,66.3,60.1,56.1,67.0,73,10.1,965.0,1016.2,3.5,187,192,193,0.01,0,75,203.6,4886.6
2021-09-22,17,20210922,265,59.5,58.6,58.1,59.2,95,10.9,955.4,1006.4,5.8,174,179,180,0.32,0,95,48.5,1163.3
2021-09-23,17,20210923,266,52.2,49.2,46.5,49.8,82,7.1,955.6,1007.2,7.7,243,251,252,0.04,0,41,171.3,4111.0
2021-09-08,18,20210908,251,70.7,65.3,62.3,72.0,77,12.1,998.3,1011.7,9.6,195,198,199,0.01,0,7,268.4,6173.7
2021-09-09,18,20210909,252,67.4,66.8,66.5,67.8,97,14.0,994.7,1008.1,5.2,217,226,228,0.63,0,100,75.5,1812.6
2021-09-10,18,20210910,253,62.8,56.8,52.0,63.7,71,8.4,998.7,1012.1,8.0,305,311,312,0.0,0,14,256.8,6163.4
2021-09-11,18,20210911,254,62.1,55.4,49.8,62.5,67,7.7,1008.4,1022.0,6.9,231,240,243,0.0,0,4,257.1,6169.8
2021-09-12,18,20210912,255,71.4,65.3,61.8,72.6,74,11.8,1004.6,1018.1,9.2,233,239,239,0.0,0,39,240.3,5766.7
2021-09-13,18,20210913,256,70.2,64.8,61.6,71.0,77,11.8,1004.7,1018.1,3.4,288,272,272,0.0,0,76,207.8,4988.9
2021-09-14,18,20210914,257,73.7,68.4,65.9,76.0,79,13.7,1000.5,1013.9,8.7,210,214,215,0.0,0,49,228.7,5489.2
2021-09-15,18,20210915,258,67.5,62.1,58.5,68.0,74,10.8,1000.8,1014.2,5.6,287,287,289,0.0,0,82,134.3,3222.7
2021-09-16,18,20210916,259,59.0,54.4,50.8,59.0,75,7.9,1005.5,1019.1,3.2,44,43,44,0.04,0,90,104.2,2501.6
2021-09-17,18,20210917,260,58.4,52.0,45.9,58.9,67,6.6,1013.3,1027.1,3.3,21,27,30,0.0,0,0,246.2,5909.6
2021-09-18,18,20210918,261,59.9,54.3,49.9,60.8,73,7.6,1016.5,1030.3,2.0,101,111,111,0.0,0,0,239.2,5741.9
2021-09-19,18,20210919,262,61.9,55.5,50.3,62.9,69,7.8,1012.6,1026.2,3.1,64,69,70,0.0,0,0,238.2,5716.5
2021-09-20,18,20210920,263,63.3,56.2,50.5,63.9,65,7.9,1006.9,1020.4,3.9,31,38,40,0.0,0,48,229.5,5506.7
2021-09-21,18,20210921,264,65.7,59.7,55.6,66.7,72,9.5,1004.2,1017.7,3.9,211,212,213,0.1,0,67,201.4,4833.6
2021-09-22,18,20210922,265,68.8,66.0,64.6,70.0,87,13.2,994.7,1008.0,7.9,197,200,201,0.14,0,68,205.5,4930.8
2021-09-23,18,20210923,266,60.9,55.7,51.2,60.8,74,8.3,996.3,1009.8,7.3,270,272,272,0.0,0,14,227.0,5448.5
2021-09-08,19,20210908,251,58.7,55.4,53.0,57.1,82,8.8,973.5,1003.2,16.4,299,300,300,0.23,0,79,129.0,2967.1
2021-09-09,19,20210909,252,57.9,53.5,49.9,56.6,76,7.8,982.3,1012.4,9.9,333,334,335,0.08,0,44,218.2,5236.1
2021-09-10,19,20210910,253,59.3,54.4,50.5,59.1,74,8.0,986.4,1016.5,6.0,249,250,250,0.0,0,68,214.6,5150.1
2021-09-11,19,20210911,254,62.5,58.6,55.8,62.3,79,9.9,981.5,1011.3,13.8,246,246,247,0.04,0,59,96.5,2315.9
2021-09-12,19,20210912,255,56.7,51.1,46.0,56.5,69,6.7,987.7,1017.9,4.9,311,314,314,0.0,0,43,225.1,5402.8
2021-09-14,19,20210914,257,60.2,55.3,51.0,59.4,73,8.4,980.8,1010.7,11.6,305,305,305,0.03,0,54,193.3,4639.5
2021-09-15,19,20210915,258,58.9,53.3,48.7,58.2,70,7.5,986.7,1016.8,8.2,262,263,264,0.03,0,61,194.9,4677.4
2021-09-16,19,20210916,259,61.8,57.2,54.0,61.6,76,9.0,990.1,1020.2,9.1,240,241,242,0.0,0,11,220.6,5293.4
2021-09-17,19,20210917,260,64.7,57.8,52.9,65.8,66,8.7,993.0,1023.1,12.1,227,227,227,0.0,0,0,219.1,5258.6
2021-09-18,19,20210918,261,64.4,57.5,52.2,65.3,67,8.5,994.0,1024.2,7.9,211,212,213,0.0,0,0,218.9,5252.9
2021-09-19,19,20210919,262,70.0,61.0,55.2,71.9,60,9.6,988.0,1017.8,11.2,200,202,203,0.0,0,18,209.6,5029.5
2021-09-20,19,20210920,263,71.6,62.0,55.6,73.9,58,9.8,983.2,1012.8,12.2,201,204,204,0.0,0,74,147.1,3530.0
2021-09-21,19,20210921,264,60.0,57.0,54.9,59.6,85,9.5,977.9,1007.8,8.4,279,274,273,0.75,0,97,15.0,361.0
2021-09-22,19,20210922,265,50.8,49.2,47.8,47.6,90,7.3,974.9,1005.1,9.0,355,354,354,0.23,0,95,24.1,577.5
2021-09-23,19,20210923,266,50.3,46.2,42.0,46.0,74,5.8,978.4,1008.8,11.2,271,270,270,0.03,0,86,90.2,2164.3
2021-09-08,20,20210908,251,69.3,66.2,64.6,70.8,86,13.3,988.8,1009.5,7.8,199,201,202,0.43,0,29,240.4,5528.1
2021-09-09,20,20210909,252,65.3,62.1,60.2,65.8,85,11.4,988.4,1009.2,4.1,302,311,313,0.12,0,88,112.7,2706.1
2021-09-10,20,20210910,253,60.8,55.7,51.8,61.1,74,8.3,994.6,1015.7,6.4,319,323,325,0.0,0,15,228.0,5471.4
2021-09-11,20,20210911,254,62.2,57.5,54.3,63.4,76,9.1,1001.3,1022.6,4.8,217,219,219,0.0,0,9,246.8,5923.7
2021-09-12,20,20210912,255,68.3,64.1,61.8,69.4,81,12.0,998.5,1019.5,6.8,237,240,241,0.0,0,43,218.8,5250.1
2021-09-13,20,20210913,256,72.4,67.9,65.7,74.7,80,13.8,997.3,1018.2,5.0,240,243,244,0.0,0,28,231.8,5562.9
2021-09-14,20,20210914,257,73.3,68.9,66.9,75.3,81,14.3,993.2,1014.0,5.4,218,224,226,0.03,0,67,201.8,4843.7
2021-09-15,20,20210915,258,64.3,61.0,58.9,64.3,83,10.8,994.2,1015.2,3.9,349,354,355,0.01,0,100,62.5,1500.5
2021-09-16,20,20210916,259,61.7,55.2,50.1,61.6,67,7.8,998.7,1019.9,6.1,5,11,13,0.0,0,59,179.1,4298.4
2021-09-17,20,20210917,260,61.3,55.2,50.6,62.0,69,7.9,1005.9,1027.3,3.1,14,18,20,0.0,0,0,238.2,5716.5
2021-09-18,20,20210918,261,61.7,56.4,52.7,62.8,74,8.5,1008.5,1029.9,2.7,89,92,93,0.0,0,0,234.5,5626.8
2021-09-19,20,20210919,262,62.0,56.3,52.1,62.8,71,8.4,1004.7,1026.0,3.4,77,80,81,0.0,0,27,232.3,5575.6
2021-09-20,20,20210920,263,64.4,58.4,54.4,65.0,71,9.1,999.7,1020.9,2.3,33,51,57,0.0,0,68,224.1,5378.1
2021-09-21,20,20210921,264,65.8,61.9,59.4,67.0,81,11.1,995.7,1016.7,3.4,131,132,133,0.19,0,96,132.2,3173.1
2021-09-22,20,20210922,265,66.5,63.9,62.6,67.3,88,12.4,987.0,1007.8,8.0,236,238,239,0.2,0,76,161.9,3886.6
2021-09-23,20,20210923,266,57.5,52.8,48.8,56.7,74,7.5,991.5,1012.6,7.6,270,272,272,0.0,0,33,172.3,4134.8
